brad_date,prod_id,ch_no,ch_nm,bom_st_dt,bom_fns_dt,bom_prod_nm,대분류,중분류,소분류,브랜드,세분류,productImgUrl,mUrl,originPrice,price
2024-01-29,4861706486580,42,NS Shop+,2024-01-29 00:03:00,2024-01-29 00:22:58,동양생명 NEW 실속 하나로 암보험,여행/보험/렌탈/티켓,보험,보험/상조,동양생명,보험,http://product-image.prod-nsmall.com/itemimg9/33/769/33826769_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33826769,0,1
2024-01-29,3081706487300,2,NS홈쇼핑,2024-01-29 00:15:00,2024-01-29 00:34:58,하나손해보험 건강하면 더 좋은 하나의 보험+(상담완료시)온열매트,여행/보험/렌탈/티켓,보험,보험/상조,하나손해보험,보험,http://product-image.prod-nsmall.com/itemimg0/33/880/33756880_S.jpg,http://mw.nsmall.com/gate.html?co_cd=181&target=/product/33756880,0,1
2024-01-29,4861706487780,42,NS Shop+,2024-01-29 00:23:00,2024-01-29 00:42:58,동양생명 NEW 실속 하나로 암보험,여행/보험/렌탈/티켓,보험,보험/상조,동양생명,보험,http://product-image.prod-nsmall.com/itemimg9/33/769/33826769_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33826769,0,1
2024-01-29,3151706487900,34,W쇼핑,2024-01-29 00:25:00,2024-01-29 00:51:18,Why 옴부즈맨,기타,미분류,미분류,없음,없음,http://img.w-shopping.co.kr/goods2022/461/01/10001461_p.jpg,https://m.w-shopping.co.kr/display/goods/10001461?mediaCode=OT08,0,0
2024-01-29,3261706488020,20,신세계쇼핑,2024-01-29 00:27:00,2024-01-29 01:27:28,[시공] 한샘 리하우스 스타일 에디션 (시공완료시 적립금 15만P),가구/홈데코,시공,시공,한샘,리하우스 스타일 에디션,http://img.shinsegaetvshopping.com/goods/635/20049635_g_20190627131600.jpg,http://m.shinsegaetvshopping.com/display/detail/20049635?inMediaCode=MC02,0,0
2024-01-29,3951706488260,12,KT알파 쇼핑,2024-01-29 00:31:00,2024-01-29 01:30:58,1일1레몬 유기농 레몬즙 6박스,식품/건강,건강식품,기타영양제,유기농,레몬즙,http://imgs.kshop.co.kr//d2/product/emc/202312/27/76/186/2776186_550_20231201104230.jpg,http://m.kshop.co.kr/display/mc/product/2912139?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%8B%9D%ED%92%88%2F%EA%B1%B4%EA%B0%95_2912139&utm_content=mo_schedule,99900,82370
2024-01-29,2291706488320,30,쇼핑엔티,2024-01-29 00:32:00,2024-01-29 01:30:58,(무)AXA마일리지운전자보험(사은품 두유제조기),여행/보험/렌탈/티켓,보험,보험/상조,AXA마일리지운전자보험,보험,http://img.shoppingntmall.com/goods/841/14199841_h.jpg,http://m.shoppingntmall.com/display/goods/14199841?mediaCode=TV02A,-1,0
2024-01-29,3081706488500,2,NS홈쇼핑,2024-01-29 00:35:00,2024-01-29 00:54:58,하나손해보험 건강하면 더 좋은 하나의 보험+(상담완료시)온열매트,여행/보험/렌탈/티켓,보험,보험/상조,하나손해보험,보험,http://product-image.prod-nsmall.com/itemimg0/33/880/33756880_S.jpg,http://mw.nsmall.com/gate.html?co_cd=181&target=/product/33756880,0,1
2024-01-29,2311706488680,28,GS MY SHOP,2024-01-29 00:38:00,2024-01-29 01:37:58,여에스더 글루타치온 다이렉트 5X 12박스 (총 360매),식품/건강,건강식품,기타영양제,여에스더,글루타치온,https://asset.m-gs.kr/prod/1025132296/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1025132296,394000,394000
2024-01-29,4861706488800,42,NS Shop+,2024-01-29 00:40:00,2024-01-29 00:59:58,완도손질통찜전복(중) 총 4미 (140g(4미)X1팩),식품/건강,수산물,해산물/어패류,완도손질통찜전복,전복,http://product-image.prod-nsmall.com/itemimg1/33/221/33855221_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33855221,10900,10900
2024-01-29,4401706488800,32,LOTTE OneTV,2024-01-29 00:40:00,2024-01-29 01:19:58,컵수프 60g 4종 32각(총96봉)+머그컵 1개+크루통 8봉,식품/건강,가공식품,간편식품,컵수프 머그컵,컵수프,https://image2.lotteimall.com/goods/78/84/78/12788478_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12788478,69900,68900
2024-01-29,4781706488860,17,SK 스토아,2024-01-29 00:41:00,2024-01-29 01:40:58,[비기너스럭] 싱글 흑채의 달인 비기너스럭 볼륨 커버 톡톡(바디1개+ 카트리지3개 +픽서1개),뷰티,헤어/바디케어,헤어/바디케어용품,비기너스럭 카트리지,비기너스럭 흑채의 픽서,http://imagecdn.skstoa.com/goods/271/36313271_g.jpg,http://m.skstoa.com/display/goods/36313271?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,79900,65320
2024-01-29,4861706489040,42,NS Shop+,2024-01-29 00:44:00,2024-01-29 01:03:58,완도손질통찜전복(중) 총 20미 (140g(4미)X5팩),식품/건강,수산물,해산물/어패류,완도손질통찜전복,전복,http://product-image.prod-nsmall.com/itemimg2/33/212/33855212_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33855212,44900,44900
2024-01-29,3151706489460,34,W쇼핑,2024-01-29 00:51:00,2024-01-29 01:51:28,[상조]대명아임레디 THE행복한 더블플랜,여행/보험/렌탈/티켓,보험,보험/상조,대명아임레디,THE행복한 더블플랜,http://img.w-shopping.co.kr/goods2022/454/44/13744454_p.jpg,https://m.w-shopping.co.kr/display/goods/13744454?mediaCode=OT08,0,0
2024-01-29,2231706489700,38,CJ ONSTYLE+,2024-01-29 00:55:00,2024-01-29 01:54:58,[CJ단독] 닥터3링클필 커버팩트 공구구성(본품 10개+리필 15개),뷰티,베이스메이크업,파우더/팩트/쿠션,없음,링클필 커버팩트,http://itemimage.cjonstyle.net/goods_images/20/572/2018246572L.jpg?timestamp=20230706130537,https://display.cjonstyle.com/m/item/2018246572?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,349500,349500
2024-01-29,3081706489700,2,NS홈쇼핑,2024-01-29 00:55:00,2024-01-29 00:58:58,하나손해보험 건강하면 더 좋은 하나의 보험+(상담완료시)저압력진공냄비,여행/보험/렌탈/티켓,보험,보험/상조,하나손해보험,보험,http://product-image.prod-nsmall.com/itemimg7/33/787/33613787_S.jpg,http://mw.nsmall.com/gate.html?co_cd=181&target=/product/33613787,0,1
2024-01-29,3081706489940,2,NS홈쇼핑,2024-01-29 00:59:00,2024-01-29 01:59:58,레드플러스 청양구기자 발효농축분말 24통,식품/건강,건강식품,기타영양제,레드플러스,청양구기자,http://product-image.prod-nsmall.com/itemimg1/33/441/33715441_S.jpg,http://mw.nsmall.com/gate.html?co_cd=181&target=/product/33715441,119000,119000
2024-01-29,3231706490000,4,롯데홈쇼핑,2024-01-29 01:00:00,2024-01-29 01:59:58,"아름아리 못난이사과 3kg x 2박스, 총 6kg",식품/건강,농산물,과일,아름아리,못난이사과,https://image2.lotteimall.com/goods/23/31/79/12793123_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12793123,43900,43900
2024-01-29,7191706490000,22,공영쇼핑,2024-01-29 01:00:00,2024-01-29 01:59:58,[리뉴얼] 더 흑염소 진액 골드 8박스 (240포),식품/건강,건강식품,착즙/건강즙,없음,흑염소 진액,"https://img.publichs.com/ECMCFO/share/product/00/88/76/16902671.jpg/dims/resize/Q_80,435",https://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=kt&tgUrl=/goods/selectGoodsDetail.do?prdId=11768800,268000,258000
2024-01-29,3101706490000,8,GS SHOP,2024-01-29 01:00:00,2024-01-29 01:49:58,"삼성 UHD TV 85인치 KU85UC8100FXKR + 삼성 사운드바(GS가 399,000원 상당)",가전/디지털,영상/음향가전,TV,삼성,TV,https://asset.m-gs.kr/prod/1047752580/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/prd/prd.gs?prdid=1047752580,2700000,2510000
2024-01-29,3621706490000,14,홈&쇼핑,2024-01-29 01:00:00,2024-01-29 01:59:58,최신상 여에스더 글루타치온 다이렉트 5X 12박스,식품/건강,건강식품,기타영양제,여에스더,글루타치온,http://image.hnsmall.com/images/goods/935/40537935_g.jpg,http://m.hnsmall.com/goods/view/40537935?channel_code=21363&utm_source=OllehPortal&utm_medium=AF&utm_campaign=TV_None_40537935,394000,374000
2024-01-29,2701706490000,6,CJ ONSTYLE,2024-01-29 01:00:00,2024-01-29 01:59:58,[더마픽스] 최신상 콜라겐 필업 앤 레이어링크림 단품,뷰티,스킨케어,크림,더마픽스,콜라겐,http://itemimage.cjonstyle.net/goods_images/20/290/2022901290L.jpg?timestamp=20231110102149,https://display.cjonstyle.com/m/item/2022901290?infl_cd=I0444&utm_medium=pcs&utm_source=livehomeshopping,68000,61200
2024-01-29,4861706490000,42,NS Shop+,2024-01-29 01:00:00,2024-01-29 01:19:58,완도손질통찜전복(중) 총 4미 (140g(4미)X1팩),식품/건강,수산물,해산물/어패류,완도손질통찜전복,전복,http://product-image.prod-nsmall.com/itemimg1/33/221/33855221_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33855221,10900,10900
2024-01-29,4861706490240,42,NS Shop+,2024-01-29 01:04:00,2024-01-29 01:23:58,완도손질통찜전복(중) 총 20미 (140g(4미)X5팩),식품/건강,수산물,해산물/어패류,완도손질통찜전복,전복,http://product-image.prod-nsmall.com/itemimg2/33/212/33855212_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33855212,44900,44900
2024-01-29,4401706491200,32,LOTTE OneTV,2024-01-29 01:20:00,2024-01-29 01:58:58,청오대 천상현 양념 LA갈비 400g x 8팩,식품/건강,축산물,쇠고기,청오대,양념 LA갈비,https://image2.lotteimall.com/goods/30/25/79/12792530_2.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12792530,69900,68900
2024-01-29,4861706491200,42,NS Shop+,2024-01-29 01:20:00,2024-01-29 01:39:58,완도손질통찜전복(중) 총 4미 (140g(4미)X1팩),식품/건강,수산물,해산물/어패류,완도손질통찜전복,전복,http://product-image.prod-nsmall.com/itemimg1/33/221/33855221_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33855221,10900,10900
2024-01-29,4861706491440,42,NS Shop+,2024-01-29 01:24:00,2024-01-29 01:43:58,완도손질통찜전복(중) 총 20미 (140g(4미)X5팩),식품/건강,수산물,해산물/어패류,완도손질통찜전복,전복,http://product-image.prod-nsmall.com/itemimg2/33/212/33855212_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33855212,44900,44900
2024-01-29,3261706491620,20,신세계쇼핑,2024-01-29 01:27:00,2024-01-29 02:27:28,(방송에서만) 1일1레몬 리얼착즙 레몬즙 20g x 14포 x 6박스 (총 84포),식품/건강,건강식품,기타영양제,없음,레몬즙,http://img.shinsegaetvshopping.com/goods/402/20051402_g_20230728154619.jpg,http://m.shinsegaetvshopping.com/display/detail/20051402?inMediaCode=MC02,99900,96900
2024-01-29,3951706491920,12,KT알파 쇼핑,2024-01-29 01:32:00,2024-01-29 02:31:58,[LE TROIS]23FW 이보영의 르투아 투웨이 니트 집업 카라 가디건 2종 세트,패션,여성의류,가디건,르투아,니트,http://imgs.kshop.co.kr//d2/product/emc/202309/26/52/645/2652645_550_20230914174000.jpg,http://m.kshop.co.kr/display/mc/product/2871558?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%9D%98%EB%A5%98%2F%EC%96%B8%EB%8D%94%EC%9B%A8%EC%96%B4_2871558&utm_content=mo_schedule,48900,41570
2024-01-29,2291706491920,30,쇼핑엔티,2024-01-29 01:32:00,2024-01-29 02:30:58,[고객감사특집] 업그레이드 VOVO 스마트 토일러 렌탈,여행/보험/렌탈/티켓,렌탈,리빙/건강렌탈,VOVO,스마트 토일러,http://img.shoppingntmall.com/goods/273/12115273_h.jpg,http://m.shoppingntmall.com/display/goods/12115273?mediaCode=TV02A,-1,0
2024-01-29,2311706492340,28,GS MY SHOP,2024-01-29 01:39:00,2024-01-29 02:38:58,D)에버콜라겐 타임비오틴 셀 트리플 구성 (540포),식품/건강,다이어트/뷰티,콜라겐,에버콜라겐,타임비오틴,https://asset.m-gs.kr/prod/1036567873/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1036567873,559000,559000
2024-01-29,4781706492460,17,SK 스토아,2024-01-29 01:41:00,2024-01-29 02:40:58,[리얼랩] [최신상]나인 올인원 프리미엄 남성 기초(대용량 3개+중용량 3개+향수 2개),뷰티,남성화장품,남성화장품/세트,리얼랩,향수,http://imagecdn.skstoa.com/goods/201/30632201_g.jpg,http://m.skstoa.com/display/goods/30632201?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,52000,40160
2024-01-29,4861706492640,42,NS Shop+,2024-01-29 01:44:00,2024-01-29 02:03:58,마넬뉴욕 기모니트 4종세트,패션,여성의류,니트/스웨터,마넬뉴욕,니트,http://product-image.prod-nsmall.com/itemimg5/33/415/33829415_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33829415,39900,39900
2024-01-29,3151706493060,34,W쇼핑,2024-01-29 01:51:00,2024-01-29 02:51:18,[더블구성] ★잇몸특화★ 동아제약 검가드 오리지널 + 검가드 치약 ,생활/주방,건강관리/실버,칫솔/치약/가글,동아제약,치약,http://img.w-shopping.co.kr/goods2022/985/91/11291985_p.jpg,https://m.w-shopping.co.kr/display/goods/11291985?mediaCode=OT08,59900,58900
2024-01-29,2231706493300,38,CJ ONSTYLE+,2024-01-29 01:55:00,2024-01-29 02:04:58,트리트먼트 이지컬러 염색제 시즌2 최신상 8박스,뷰티,헤어/바디케어,헤어/바디케어용품,이지컬러,염색제,http://itemimage.cjonstyle.net/goods_images/20/909/2026496909L.jpg?timestamp=20240125181813,https://display.cjonstyle.com/m/item/2026496909?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,89900,89900
2024-01-29,4401706493600,32,LOTTE OneTV,2024-01-29 02:00:00,2024-01-29 02:38:58,23FW 에뚜왈 다운 점퍼,패션,여성의류,점퍼,에뚜왈,점퍼,https://image2.lotteimall.com/goods/64/36/78/12783664_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12783664,89000,89000
2024-01-29,3101706493600,8,GS SHOP,2024-01-29 02:00:00,2024-01-29 02:29:58,벤시몽 23FW 여성 맨투맨 티셔츠 2종,패션,여성의류,티셔츠,벤시몽,티셔츠,https://asset.m-gs.kr/prod/1039816794/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/prd/prd.gs?prdid=1039816794,39900,39900
2024-01-29,3621706493600,14,홈&쇼핑,2024-01-29 02:00:00,2024-01-29 02:41:58,[쿠니바이] 써모 쉬어드퍼 기모 본딩 세미플레어 팬츠 3종,패션,여성의류,바지/청바지,쿠니바이,팬츠,http://image.hnsmall.com/images/goods/791/38821791_g.jpg,http://m.hnsmall.com/goods/view/38821791?channel_code=21363&utm_source=OllehPortal&utm_medium=AF&utm_campaign=TV_None_38821791,69900,69900
2024-01-29,3081706493600,2,NS홈쇼핑,2024-01-29 02:00:00,2024-01-29 03:19:58,한만두 199세트 총10봉(갈비만두X2+왕만두X2+왕교자X2+김치왕교자X2+미니전병X2),식품/건강,축산물,축산가공식품,한만두,없음,http://product-image.prod-nsmall.com/itemimg0/33/070/33786070_S.jpg,http://mw.nsmall.com/gate.html?co_cd=181&target=/product/33786070,19900,19900
2024-01-29,4861706493600,42,NS Shop+,2024-01-29 02:00:00,2024-01-29 02:19:58,마넬뉴욕 기모니트 4종세트,패션,여성의류,니트/스웨터,마넬뉴욕,니트,http://product-image.prod-nsmall.com/itemimg5/33/415/33829415_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33829415,39900,39900
2024-01-29,7191706493600,22,공영쇼핑,2024-01-29 02:00:00,2024-01-29 02:59:58,[법성포참맛굴비] 영광법성포 소장대 굴비 80미,식품/건강,수산물,생선,영광법성포,법성포참맛굴비 굴비,"https://img.publichs.com/ECMCFO/share/product/74/71/78/16989361.jpg/dims/resize/Q_80,435",https://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=kt&tgUrl=/goods/selectGoodsDetail.do?prdId=11787174,49900,44910
2024-01-29,3231706493600,4,롯데홈쇼핑,2024-01-29 02:00:00,2024-01-29 02:29:58,★[SK] 니트 자카드 극세사 풀세트,가구/홈데코,침구,이불류,SK,니트,https://image2.lotteimall.com/goods/66/51/79/12795166_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12795166,69900,69900
2024-01-29,2231706493900,38,CJ ONSTYLE+,2024-01-29 02:05:00,2024-01-29 02:54:58,[쏘마꼬띠] 럭셔리 포Faux밍크 이불+볼륨패드+베개커버 킹K,가구/홈데코,침구,베개류,쏘마꼬띠,베개커버,http://itemimage.cjonstyle.net/goods_images/20/646/2021895646L.jpg?timestamp=20231018102145,https://display.cjonstyle.com/m/item/2021895646?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,169900,169900
2024-01-29,4861706494800,42,NS Shop+,2024-01-29 02:20:00,2024-01-29 02:39:58,마넬뉴욕 기모니트 4종세트,패션,여성의류,니트/스웨터,마넬뉴욕,니트,http://product-image.prod-nsmall.com/itemimg5/33/415/33829415_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33829415,39900,39900
2024-01-29,2701706495100,6,CJ ONSTYLE,2024-01-29 02:25:00,2024-01-29 05:29:58,"[최초가 89,000원]23FW 액티브 우븐 셋업 2종 남성용",스포츠레저,스포츠의류,트레이닝복,액티브,없음,http://itemimage.cjonstyle.net/goods_images/20/419/2020153419L.jpg?timestamp=20231030180513,https://display.cjonstyle.com/m/item/2020153419?infl_cd=I0444&utm_medium=pcs&utm_source=livehomeshopping,49000,49000
2024-01-29,3261706495280,20,신세계쇼핑,2024-01-29 02:28:00,2024-01-29 02:38:28,[국민5%할인][신세계단독] 우양 핫도그 22봉 (크리스피12봉+치즈10봉),식품/건강,가공식품,간편식품,우양,치즈,http://img.shinsegaetvshopping.com/goods/062/20045062_g_20230809003048.jpg,http://m.shinsegaetvshopping.com/display/detail/20045062?inMediaCode=MC02,29900,29900
2024-01-29,3231706495400,4,롯데홈쇼핑,2024-01-29 02:30:00,2024-01-29 02:54:58,시그니처 벨보아 스웻셔츠 2종,스포츠레저,스포츠의류,여성티셔츠,없음,셔츠,https://image2.lotteimall.com/goods/35/60/78/12786035_11.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12786035,79000,73470
2024-01-29,3101706495400,8,GS SHOP,2024-01-29 02:30:00,2024-01-29 02:59:58,"KOREA 궁키친 궁키친 이상민 뼈없는 갈비탕 14팩, 얼큰다진양념 5개[무료배송]",식품/건강,축산물,축산가공식품,KOREA,궁키친 얼큰다진양념,https://asset.m-gs.kr/prod/1045531218/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/prd/prd.gs?prdid=1045531218,69900,69900
2024-01-29,2291706495460,30,쇼핑엔티,2024-01-29 02:31:00,2024-01-29 03:29:58,아이러너Z3 렌탈,여행/보험/렌탈/티켓,렌탈,리빙/건강렌탈,아이러너Z,없음,http://img.shoppingntmall.com/goods/666/12407666_h.jpg,http://m.shoppingntmall.com/display/goods/12407666?mediaCode=TV02A,-1,0
2024-01-29,3951706495580,12,KT알파 쇼핑,2024-01-29 02:33:00,2024-01-29 03:32:58,[더블구성] 파나소닉 무선 포터블 구강세정기 EW-DJ11,생활/주방,건강관리/실버,칫솔/치약/가글,파나소닉,구강세정기,http://imgs.kshop.co.kr/d2/product/emc/202209/A2/59/6198/A2596198_550_20220921145739.jpg,http://m.kshop.co.kr/display/mc/product/2445947?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EA%B0%80%EC%A0%84%2F%EB%94%94%EC%A7%80%ED%84%B8_2445947&utm_content=mo_schedule,119000,109000
2024-01-29,3261706495880,20,신세계쇼핑,2024-01-29 02:38:00,2024-01-29 03:38:28,"[국민5%할인,일시불 할인](웅니버스 단독 구성!) 가누다 블루라벨 피아노 베개 세트 (베개2개+머리냅+추가 블루스카이 겉커버 2장)",가구/홈데코,침구,베개류,가누다,피아노,http://img.shinsegaetvshopping.com/goods/691/20049691_g_20230309134346.png,http://m.shinsegaetvshopping.com/display/detail/20049691?inMediaCode=MC02,298000,288000
2024-01-29,4401706495940,32,LOTTE OneTV,2024-01-29 02:39:00,2024-01-29 02:43:58,[쿡주픽] 특 왕갈비탕 1kg X 8팩,식품/건강,축산물,축산가공식품,쿡주픽,왕갈비탕,https://image2.lotteimall.com/goods/12/48/79/12794812_2.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12794812,89900,88900
2024-01-29,2311706496000,28,GS MY SHOP,2024-01-29 02:40:00,2024-01-29 02:49:58,"단독으로도, 재킷 속 이너로도 안성맞춤. 스퀘어넥 니트 3종 SET [23FW 최신상] MORGAN 스퀘어넥 니트 3종",패션,여성의류,자켓,안성맞춤 MORGAN,재킷,https://asset.m-gs.kr/prod/1033659827/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1033659827,69900,69900
2024-01-29,4781706496060,17,SK 스토아,2024-01-29 02:41:00,2024-01-29 03:40:58,[휴롬] (방송에서만)휴롬 원액기 H400 + 국내산 과일채소 3종 세트,가전/디지털,주방가전,믹서기/블렌더/녹즙기,휴롬,원액기,http://imagecdn.skstoa.com/goods/430/37175430_g.jpg,http://m.skstoa.com/display/goods/37175430?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,499000,469000
2024-01-29,3621706496120,14,홈&쇼핑,2024-01-29 02:42:00,2024-01-29 03:41:58,[미당] 뼈없는 감자탕 450gx8팩,식품/건강,농산물,채소,미당,감자탕,http://image.hnsmall.com/images/goods/184/41218184_g.jpg,http://m.hnsmall.com/goods/view/41218184?channel_code=21363&utm_source=OllehPortal&utm_medium=AF&utm_campaign=TV_None_41218184,47500,47500
2024-01-29,4401706496240,32,LOTTE OneTV,2024-01-29 02:44:00,2024-01-29 03:02:58,○ 23FW 여성 아이코닉 세트 (점퍼+카고 골프팬츠),패션,여성의류,점퍼,아이코닉,점퍼,https://image2.lotteimall.com/goods/18/97/77/12779718_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12779718,119000,119000
2024-01-29,3041706496600,10,현대홈쇼핑,2024-01-29 02:50:00,2024-01-29 03:39:58,비에날씬 프로(BNR 17) 3BOX(90일분),식품/건강,건강식품,기타영양제,비에날씬,프로 BNR,https://image.hmall.com/static/3/3/51/34/2134513386_0.jpg?RS=300X300,https://www.hmall.com/md/pda/itemPtc?slitmCd=2134513386&ReferCode=m09&TcCode=0000001389,198000,198000
2024-01-29,2311706496660,28,GS MY SHOP,2024-01-29 02:51:00,2024-01-29 02:55:58,새해운동&봄나들이 슈즈 강력추천 / 푹신한 EVA 4.5cm 쿠션감 / 가벼운 무게(271g~) / 발볼 WIDE FIT FILA 24SS 최신상 렙톤 컴포트 워킹화 여성용,스포츠레저,스포츠신발/용품,런닝화/워킹화/기타신발,FILA,렙톤,https://asset.m-gs.kr/prod/1046733474/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1046733474,64900,64900
2024-01-29,3151706496720,34,W쇼핑,2024-01-29 02:52:00,2024-01-29 03:52:18,명장 이상정 LA갈비 450g * 9팩 ,식품/건강,축산물,쇠고기,LA갈비,없음,http://img.w-shopping.co.kr/goods2022/343/92/11392343_p.jpg,https://m.w-shopping.co.kr/display/goods/11392343?mediaCode=OT08,79900,78900
2024-01-29,3231706496900,4,롯데홈쇼핑,2024-01-29 02:55:00,2024-01-29 03:19:58,23FW 프리미엄 메리노울100 터틀 니트 3종,패션,여성의류,니트/스웨터,니트,니트,https://image2.lotteimall.com/goods/71/27/78/12782771_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12782771,99000,99000
2024-01-29,2231706496900,38,CJ ONSTYLE+,2024-01-29 02:55:00,2024-01-29 03:04:58,트리트먼트 이지컬러 염색제 시즌2 최신상 8박스,뷰티,헤어/바디케어,헤어/바디케어용품,이지컬러,염색제,http://itemimage.cjonstyle.net/goods_images/20/909/2026496909L.jpg?timestamp=20240125181813,https://display.cjonstyle.com/m/item/2026496909?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,89900,89900
2024-01-29,2311706496960,28,GS MY SHOP,2024-01-29 02:56:00,2024-01-29 03:00:58,바로밥 누룽지 가마솥 3~4인용+1~2인용 콤비세트+인덕션,가전/디지털,주방가전,인덕션/전기/전자레인지,없음,가마솥,https://asset.m-gs.kr/prod/1047054407/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1047054407,149000,149000
2024-01-29,7191706497200,22,공영쇼핑,2024-01-29 03:00:00,2024-01-29 03:49:58,삶은 괴산대학찰옥수수 27개(3개*9팩),식품/건강,농산물,채소,괴산대학찰옥수수,괴산대학찰옥수수,"https://img.publichs.com/ECMCFO/share/product/98/40/78/16894430.png/dims/resize/Q_80,435",https://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=kt&tgUrl=/goods/selectGoodsDetail.do?prdId=11784098,39900,39900
2024-01-29,4861706497200,42,NS Shop+,2024-01-29 03:00:00,2024-01-29 03:19:58,버섯마루 버섯그대로 5종 세트(48봉),식품/건강,농산물,채소,버섯마루,버섯마루 버섯그대로,http://product-image.prod-nsmall.com/itemimg0/33/780/33644780_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33644780,49900,47400
2024-01-29,3101706497200,8,GS SHOP,2024-01-29 03:00:00,2024-01-29 03:09:58,아하 그렇군요,기타,미분류,미분류,없음,없음,,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/,0,0
2024-01-29,2311706497260,28,GS MY SHOP,2024-01-29 03:01:00,2024-01-29 03:05:58,까사마루 압축파우치5종+1종사은품 (XL1종+L2종+S2종+엑스트라빅백),생활/주방,생활잡화/청소/수납,수납정리용품,까사마루,압축파우치,https://asset.m-gs.kr/prod/1047830662/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1047830662,59900,59900
