brad_date,prod_id,ch_no,ch_nm,bom_st_dt,bom_fns_dt,bom_prod_nm,대분류,중분류,소분류,브랜드,세분류,productImgUrl,mUrl,originPrice,price
2024-02-01,4861706750640,42,NS Shop+,2024-02-01 01:24:00,2024-02-01 01:43:58,예다함 상조 秀495 (만기전환서비스),여행/보험/렌탈/티켓,보험,보험/상조,예다함,상조 만기전환서비스,http://product-image.prod-nsmall.com/itemimg4/33/784/33826784_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33826784,0,1
2024-02-01,3151706750760,34,W쇼핑,2024-02-01 01:26:00,2024-02-01 02:26:28,[1+1세트]크루거 저압 진공냄비,생활/주방,주방용품,냄비/솥,저압,진공냄비,http://img.w-shopping.co.kr/goods2022/903/20/15920903_p.jpg,https://m.w-shopping.co.kr/display/goods/15920903?mediaCode=OT08,69600,68600
2024-02-01,2291706751060,30,쇼핑엔티,2024-02-01 01:31:00,2024-02-01 02:29:58,[단독방송]쏘헤어 아르간오일 샴푸 실속구성 ,뷰티,헤어/바디케어,헤어/바디케어용품,쏘헤어,샴푸,http://img.shoppingntmall.com/goods/938/13271938_h.jpg,http://m.shoppingntmall.com/display/goods/13271938?mediaCode=TV02A,-1,62910
2024-02-01,3261706751480,20,신세계쇼핑,2024-02-01 01:38:00,2024-02-01 02:38:28,[삼성5%할인][2만원 인하] 블루핏 BLUE FIT 코듀로이 팬츠 3종,패션,여성의류,바지/청바지,블루핏,팬츠,http://img.shinsegaetvshopping.com/goods/857/20046857_g_20230927143147.jpg,http://m.shinsegaetvshopping.com/display/detail/20046857?inMediaCode=MC02,69900,69900
2024-02-01,3951706751540,12,KT알파 쇼핑,2024-02-01 01:39:00,2024-02-01 02:38:58,(KT알파 단독)(무)흥국화재_흥Good 모두담은 암보험 (사은품: 스텐냄비3종SET),여행/보험/렌탈/티켓,보험,보험/상조,흥국화재,보험,http://imgs.kshop.co.kr//d2/product/emc/202401/28/54/198/2854198_550_20240119135244.jpg,http://m.kshop.co.kr/display/mc/product/2854198?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%97%AC%ED%96%89%2F%EB%AC%B8%ED%99%94_2854198&utm_content=mo_schedule,0,0
2024-02-01,2311706751540,28,GS MY SHOP,2024-02-01 01:39:00,2024-02-01 02:38:58,통팥맛 10개 / 딸기맛 10개 / 군고구마맛 10개 / 녹차맛 10개 / 유자맛 10개 / 호박맛 10개 [화과방] 프리미엄 큐빅양갱(60개입)+쇼핑백 / 간식 양갱 선물,식품/건강,과자/간식,과자/아이스크림,통팥맛 화과방,딸기,https://asset.m-gs.kr/prod/1046514087/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1046514087,39900,39900
2024-02-01,4861706751600,42,NS Shop+,2024-02-01 01:40:00,2024-02-01 01:59:58,이종임 전통 모둠전 세트 (육전+고기완자전+꼬치전+깻잎전+동태전),식품/건강,축산물,축산가공식품,이종임,모둠전 세트,http://product-image.prod-nsmall.com/itemimg2/33/962/33879962_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33879962,49900,44910
2024-02-01,4781706751660,17,SK 스토아,2024-02-01 01:41:00,2024-02-01 02:40:58,[유한양행] 와이즈바이옴 케어 당큐락 6박스(190mg*30캡슐*6박스/6개월분),식품/건강,건강식품,기타영양제,유한양행,와이즈바이옴,http://imagecdn.skstoa.com/goods/628/37696628_g.jpg,http://m.skstoa.com/display/goods/37696628?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,374000,314000
2024-02-01,4861706751840,42,NS Shop+,2024-02-01 01:44:00,2024-02-01 02:03:58,이종임 전통 모둠전 세트 (육전+고기완자전+꼬치전+깻잎전+동태전),식품/건강,축산물,축산가공식품,이종임,모둠전 세트,http://product-image.prod-nsmall.com/itemimg6/33/756/33848756_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33848756,49900,44910
2024-02-01,2231706751900,38,CJ ONSTYLE+,2024-02-01 01:45:00,2024-02-01 02:19:58,[쏘마꼬띠] 럭셔리 포Faux밍크 이불+볼륨패드+베개커버 킹K,가구/홈데코,침구,베개류,쏘마꼬띠,베개커버,http://itemimage.cjonstyle.net/goods_images/20/646/2021895646L.jpg?timestamp=20231018102145,https://display.cjonstyle.com/m/item/2021895646?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,169900,169900
2024-02-01,3621706752800,14,홈&쇼핑,2024-02-01 02:00:00,2024-02-01 03:04:58,[최저가] 지엘리 락토콜라겐 마스크팩 명품언니패키지 (5개 + 1개 더) + 퍼윈터백 1개,뷰티,스킨케어,미스트/팩/패치,지엘리,락토콜라겐 마스크팩,http://image.hnsmall.com/images/goods/081/42290081_g.png,http://m.hnsmall.com/goods/view/42290081?channel_code=21363&utm_source=OllehPortal&utm_medium=AF&utm_campaign=TV_Beauty_42290081,88000,88000
2024-02-01,4861706752800,42,NS Shop+,2024-02-01 02:00:00,2024-02-01 02:19:58,이종임 전통 모둠전 세트 (육전+고기완자전+꼬치전+깻잎전+동태전),식품/건강,축산물,축산가공식품,이종임,모둠전 세트,http://product-image.prod-nsmall.com/itemimg6/33/756/33848756_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33848756,49900,44910
2024-02-01,7191706752800,22,공영쇼핑,2024-02-01 02:00:00,2024-02-01 02:59:58,[꼬마시] 벌교 통 꼬막장 150g×10통,식품/건강,수산물,수산가공식품,꼬마시,벌교,"https://img.publichs.com/ECMCFO/share/product/27/51/78/16913930.jpg/dims/resize/Q_80,435",https://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=kt&tgUrl=/goods/selectGoodsDetail.do?prdId=11785127,40900,40900
2024-02-01,2701706752800,6,CJ ONSTYLE,2024-02-01 02:00:00,2024-02-01 05:29:58,사옹원 프리미엄 명절모둠전 총 11종11팩,식품/건강,가공식품,간편식품,사옹원,명절모둠전,http://itemimage.cjonstyle.net/goods_images/20/943/2025061943L.jpg?timestamp=20240103095259,https://display.cjonstyle.com/m/item/2025061943?infl_cd=I0444&utm_medium=pcs&utm_source=livehomeshopping,60900,59900
2024-02-01,3081706752800,2,NS홈쇼핑,2024-02-01 02:00:00,2024-02-01 03:19:58,와이즈바이옴 당큐락 6박스/6개월분+쇼핑백 2개,식품/건강,건강식품,기타영양제,와이즈바이옴,당큐락,http://product-image.prod-nsmall.com/itemimg5/33/905/33064905_S.jpg,http://mw.nsmall.com/gate.html?co_cd=181&target=/product/33064905,374000,364000
2024-02-01,3041706752800,10,현대홈쇼핑,2024-02-01 02:00:00,2024-02-01 02:59:58,-[본네]자보티카바 S+ 24주분(12박스),식품/건강,건강식품,기타영양제,본네,없음,https://image.hmall.com/static/9/2/45/53/2153452925_0.jpg?RS=300X300,https://www.hmall.com/md/pda/itemPtc?slitmCd=2153452925&ReferCode=m09&TcCode=0000001389,258000,248000
2024-02-01,3101706752800,8,GS SHOP,2024-02-01 02:00:00,2024-02-01 02:34:58,"고급스럽고 따뜻한 디자이너의 프리미엄 구스다운 [런칭 가격 129,900원] 제이슨우 하프 구스다운 1종",패션,여성의류,점퍼,제이슨우,구스 다운,https://asset.m-gs.kr/prod/1037509669/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/prd/prd.gs?prdid=1037509669,69900,69900
2024-02-01,3231706752800,4,롯데홈쇼핑,2024-02-01 02:00:00,2024-02-01 02:34:58,"실크 바디 필링 프리미엄 230ml*5개+1,000ml*2개+풋버퍼+대용량 펌프",잡화,액세서리,스카프/머플러/숄,풋버퍼,필링,https://image2.lotteimall.com/goods/13/09/79/12790913_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12790913,69900,69900
2024-02-01,4401706753100,32,LOTTE OneTV,2024-02-01 02:05:00,2024-02-01 02:09:58,○ 시그니쳐 테슬 로퍼,잡화,신발,여성플랫/로퍼,시그니쳐,테슬 로퍼,https://image2.lotteimall.com/goods/35/43/79/12794335_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12794335,119000,119000
2024-02-01,4401706753400,32,LOTTE OneTV,2024-02-01 02:10:00,2024-02-01 02:14:58,★방송에서만★ 시즌3 다용도세정제 본품 550mlx1 + 리필 1100mlx5 + 스프레이건,생활/주방,세제/세정/탈취제,세정제,다용도세정제,없음,https://image2.lotteimall.com/goods/86/46/79/12794686_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12794686,59800,59800
2024-02-01,4401706753700,32,LOTTE OneTV,2024-02-01 02:15:00,2024-02-01 02:19:58,○24SS 여성 라운드넥 양가죽자켓,패션,여성의류,자켓,없음,자켓,https://image2.lotteimall.com/goods/47/36/79/12793647_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12793647,159000,159000
2024-02-01,2231706754000,38,CJ ONSTYLE+,2024-02-01 02:20:00,2024-02-01 02:34:58,[미리주문 혜택]USPA 24SS 스트레치 옥스포드셔츠 남성 3종,패션,남성의류,셔츠/남방,USPA,셔츠,http://itemimage.cjonstyle.net/goods_images/20/831/2025638831L.jpg?timestamp=20240123190219,https://display.cjonstyle.com/m/item/2025638831?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,139000,125100
2024-02-01,4861706754000,42,NS Shop+,2024-02-01 02:20:00,2024-02-01 02:39:58,양념꽃게장 300gX2통+알배기 간장꽃게장 500gX2통,식품/건강,수산물,수산가공식품,없음,양념꽃게장,http://product-image.prod-nsmall.com/itemimg4/33/344/33809344_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33809344,34900,34900
2024-02-01,4401706754300,32,LOTTE OneTV,2024-02-01 02:25:00,2024-02-01 02:44:58,★[12개월] 바디마인 소연골 콘드로이친 1200 맥스(900mgX60정X12박스),식품/건강,건강식품,기타영양제,바디마인,콘드로이친,https://image2.lotteimall.com/goods/78/50/79/12795078_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12795078,498000,498000
2024-02-01,3151706754360,34,W쇼핑,2024-02-01 02:26:00,2024-02-01 02:31:18,시청자 정보(살림의한수),기타,미분류,미분류,없음,없음,http://img.w-shopping.co.kr/goods2022/589/03/10003589_p.jpg,https://m.w-shopping.co.kr/display/goods/10003589?mediaCode=OT08,0,0
2024-02-01,2291706754660,30,쇼핑엔티,2024-02-01 02:31:00,2024-02-01 03:29:58,"[쇼핑엔티 단독]밀레골프 역대 최저가! 기모스판 셔츠3종, 남성",스포츠레저,골프,남성조끼,밀레골프,셔츠,http://img.shoppingntmall.com/goods/852/13569852_h.jpg,http://m.shoppingntmall.com/display/goods/13569852?mediaCode=TV02A,-1,58000
2024-02-01,3151706754660,34,W쇼핑,2024-02-01 02:31:00,2024-02-01 03:31:28,[상조]대명아임레디 THE행복한 더블플랜,여행/보험/렌탈/티켓,보험,보험/상조,대명아임레디,THE행복한 더블플랜,http://img.w-shopping.co.kr/goods2022/454/44/13744454_p.jpg,https://m.w-shopping.co.kr/display/goods/13744454?mediaCode=OT08,0,0
2024-02-01,2231706754900,38,CJ ONSTYLE+,2024-02-01 02:35:00,2024-02-01 02:44:58,엑스솔 케어플러스 인솔(깔창)세트_(케어플러스+캐주얼),잡화,신발,신발소품,엑스솔,케어플러스 인솔 캐주얼,http://itemimage.cjonstyle.net/goods_images/20/824/2026369824L.jpg?timestamp=20240126134439,https://display.cjonstyle.com/m/item/2026369824?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,69000,69000
2024-02-01,3231706754900,4,롯데홈쇼핑,2024-02-01 02:35:00,2024-02-01 02:54:58,23FW 울 블렌드 메탈 터틀넥 니트 3종,패션,여성의류,니트/스웨터,없음,니트,https://image2.lotteimall.com/goods/93/93/77/12779393_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12779393,59900,59900
2024-02-01,3101706754900,8,GS SHOP,2024-02-01 02:35:00,2024-02-01 03:14:58,"RDS구스다운 8020 [런칭 가격129,900원]쏘울 RDS 트위드 배색 구스다운1종",패션,여성의류,점퍼,쏘울,구스 다운,https://asset.m-gs.kr/prod/1033709144/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/prd/prd.gs?prdid=1033709144,79900,79900
2024-02-01,3261706755080,20,신세계쇼핑,2024-02-01 02:38:00,2024-02-01 03:38:28,[삼성5%할인](방송에서만 2만원 세일)엘르 소피아 미들부츠 여성용,잡화,신발,여성부츠/부티,엘르,부츠,http://img.shinsegaetvshopping.com/goods/180/20052180_g_20231107190014.jpg,http://m.shinsegaetvshopping.com/display/detail/20052180?inMediaCode=MC02,59900,53910
2024-02-01,3951706755140,12,KT알파 쇼핑,2024-02-01 02:39:00,2024-02-01 03:38:58,[방송최다] 알앤비 트리트먼트 기본구성 (150ml*5 + 50ml *1 + 살롱브러쉬),뷰티,헤어/바디케어,헤어/바디케어용품,알앤비,트리트먼트,http://imgs.kshop.co.kr//d2/product/emc/202312/28/47/680/2847680_550_20231201092513.jpg,http://m.kshop.co.kr/display/mc/product/2847680?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%ED%99%94%EC%9E%A5%ED%92%88%2F%EC%9D%B4%EB%AF%B8%EC%9A%A9_2847680&utm_content=mo_schedule,79900,67920
2024-02-01,4861706755200,42,NS Shop+,2024-02-01 02:40:00,2024-02-01 02:59:58,양념꽃게장 300gX2통+알배기 간장꽃게장 500gX2통,식품/건강,수산물,수산가공식품,없음,양념꽃게장,http://product-image.prod-nsmall.com/itemimg4/33/344/33809344_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33809344,34900,34900
2024-02-01,2311706755200,28,GS MY SHOP,2024-02-01 02:40:00,2024-02-01 02:49:58,"단독으로도, 재킷 속 이너로도 안성맞춤. 스퀘어넥 니트 3종 SET [23FW 최신상] MORGAN 스퀘어넥 니트 3종",패션,여성의류,자켓,안성맞춤 MORGAN,재킷,https://asset.m-gs.kr/prod/1033659827/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1033659827,69900,69900
2024-02-01,4781706755260,17,SK 스토아,2024-02-01 02:41:00,2024-02-01 03:40:58,[코지마] 코지코어 EMS 복부 마사지기 CMT-E401,생활/주방,건강관리/실버,안마/찜질,코지마,EMS 마사지기,http://imagecdn.skstoa.com/goods/915/31876915_g.jpg,http://m.skstoa.com/display/goods/31876915?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,139000,105370
2024-02-01,4401706755500,32,LOTTE OneTV,2024-02-01 02:45:00,2024-02-01 03:14:58,○ HCP 리얼 크로커다일 체인백,잡화,가방/지갑,백팩/크로스백/이너백,크로커다일,체인백,https://image2.lotteimall.com/goods/89/25/79/12792589_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12792589,498000,498000
2024-02-01,2231706755500,38,CJ ONSTYLE+,2024-02-01 02:45:00,2024-02-01 02:54:58,[미리주문10%]USPA 24SS 클래식 코튼 케이블 니트베스트 여2종,패션,여성의류,니트/스웨터,USPA,니트,http://itemimage.cjonstyle.net/goods_images/20/216/2025640216L.jpg?timestamp=20240130150332,https://display.cjonstyle.com/m/item/2025640216?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,89000,80100
2024-02-01,2311706755860,28,GS MY SHOP,2024-02-01 02:51:00,2024-02-01 02:55:58,[24NEW]FILA 휠라 3-STEP 시그니처 브라팬티 5세트+팬티5종,잡화,언더웨어,여성브라/팬티/속옷,FILA,브라팬티,https://asset.m-gs.kr/prod/1046927401/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1046927401,149900,149900
2024-02-01,3231706756100,4,롯데홈쇼핑,2024-02-01 02:55:00,2024-02-01 03:19:58,23FW 로지 가든 자카드 니트 자켓,패션,여성의류,자켓,없음,자켓,https://image2.lotteimall.com/goods/01/69/77/12776901_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12776901,79000,79000
2024-02-01,2231706756100,38,CJ ONSTYLE+,2024-02-01 02:55:00,2024-02-01 03:09:58,[미리주문 혜택]USPA 24SS 스트레치 옥스포드셔츠 여성 3종,패션,여성의류,블라우스/셔츠,USPA,셔츠,http://itemimage.cjonstyle.net/goods_images/20/082/2025639082L.jpg?timestamp=20240123190325,https://display.cjonstyle.com/m/item/2025639082?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,139000,125100
2024-02-01,2311706756160,28,GS MY SHOP,2024-02-01 02:56:00,2024-02-01 03:10:58,올드머니룩의 대표 아이템. 한끗을 살려주는 고급스러운 소재와 핏감 23FW라삐아프 NEW 모크넥 4종,패션,여성의류,니트/스웨터,라삐아프,모크넥,https://asset.m-gs.kr/prod/1032969115/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1032969115,79900,79900
2024-02-01,3041706756400,10,현대홈쇼핑,2024-02-01 03:00:00,2024-02-01 03:39:58,리오벨[Liobell] 23FW NEW Faux밍크 쉐브론 반후드 케이프 자켓,패션,여성의류,자켓,리오벨,자켓,https://image.hmall.com/static/0/5/02/53/2153025093_0.jpg?RS=300X300,https://www.hmall.com/md/pda/itemPtc?slitmCd=2153025093&ReferCode=m09&TcCode=0000001389,99000,99000
2024-02-01,4861706756400,42,NS Shop+,2024-02-01 03:00:00,2024-02-01 03:19:58,양념꽃게장 300gX2통+알배기 간장꽃게장 500gX2통,식품/건강,수산물,수산가공식품,없음,양념꽃게장,http://product-image.prod-nsmall.com/itemimg4/33/344/33809344_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33809344,34900,34900
2024-02-01,7191706756400,22,공영쇼핑,2024-02-01 03:00:00,2024-02-01 03:24:58,파바빈 단백질 쉐이크 100포,식품/건강,다이어트/뷰티,헬스보충/단백질,파바빈,쉐이크,"https://img.publichs.com/ECMCFO/share/product/58/87/77/16967327.jpg/dims/resize/Q_80,435",https://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=kt&tgUrl=/goods/selectGoodsDetail.do?prdId=11778758,179000,179000
2024-02-01,3621706756700,14,홈&쇼핑,2024-02-01 03:05:00,2024-02-01 03:34:58,[방송에서만 바디수트1종 더] Milano#41 누디쏙쏙바디수트2종 (올인원 쉐이퍼3종),잡화,언더웨어,여성브라/팬티/속옷,Milano,바디수트 누디쏙쏙바디수트,http://image.hnsmall.com/images/goods/766/42731766_g.jpg,http://m.hnsmall.com/goods/view/42731766?channel_code=21363&utm_source=OllehPortal&utm_medium=AF&utm_campaign=TV_Underwear_42731766,79900,79900
2024-02-01,2231706757000,38,CJ ONSTYLE+,2024-02-01 03:10:00,2024-02-01 03:19:58,엑스솔 케어플러스 인솔(깔창)세트_(케어플러스+캐주얼),잡화,신발,신발소품,엑스솔,케어플러스 인솔 캐주얼,http://itemimage.cjonstyle.net/goods_images/20/824/2026369824L.jpg?timestamp=20240126134439,https://display.cjonstyle.com/m/item/2026369824?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,69000,69000
2024-02-01,2311706757060,28,GS MY SHOP,2024-02-01 03:11:00,2024-02-01 03:30:58,메즈클라 김호영 BB크림 더블구성,뷰티,베이스메이크업,베이스/프라이머/크림,메즈클라,BB크림,https://asset.m-gs.kr/prod/1046648811/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1046648811,99000,99000
2024-02-01,3101706757300,8,GS SHOP,2024-02-01 03:15:00,2024-02-01 03:59:58,[최신상 NEW] 엘로엘 블렌딩 쿠션 기본세트,뷰티,베이스메이크업,파우더/팩트/쿠션,엘로엘,쿠션,https://asset.m-gs.kr/prod/1046377909/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/prd/prd.gs?prdid=1046377909,79900,79900
2024-02-01,4401706757600,32,LOTTE OneTV,2024-02-01 03:20:00,2024-02-01 03:24:58,○ 시그니쳐 테슬 로퍼,잡화,신발,여성플랫/로퍼,시그니쳐,테슬 로퍼,https://image2.lotteimall.com/goods/35/43/79/12794335_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12794335,119000,119000
2024-02-01,2231706757600,38,CJ ONSTYLE+,2024-02-01 03:20:00,2024-02-01 03:29:58,[미리주문10%]USPA 24SS 클래식 코튼 케이블 니트베스트 남2종,패션,남성의류,니트/스웨터,USPA,니트,http://itemimage.cjonstyle.net/goods_images/20/525/2025639525L.jpg?timestamp=20240130150209,https://display.cjonstyle.com/m/item/2025639525?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,89000,80100
2024-02-01,4861706757600,42,NS Shop+,2024-02-01 03:20:00,2024-02-01 03:39:58,홀리미코 쌍꺼풀레이스 8박스+휴대용보관함+집게,뷰티,포인트메이크업,아이메이크업,홀리미코,쌍꺼풀레이스,http://product-image.prod-nsmall.com/itemimg3/33/843/33636843_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33636843,69000,62100
2024-02-01,7191706757900,22,공영쇼핑,2024-02-01 03:25:00,2024-02-01 03:49:58,[피에라벨라] 라운지웨어 3종 세트 (패딩베스트 + 풀오버 + 팬츠),스포츠레저,스포츠의류,트레이닝복,피에라벨라,팬츠,"https://img.publichs.com/ECMCFO/share/product/77/12/76/16885294.jpg/dims/resize/Q_80,435",https://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=kt&tgUrl=/goods/selectGoodsDetail.do?prdId=11761277,69900,69900
2024-02-01,4401706757900,32,LOTTE OneTV,2024-02-01 03:25:00,2024-02-01 03:29:58,☆방송에서만☆ 시즌3 다용도세정제 본품 550mlx1 + 리필 1100mlx5 + 스프레이,생활/주방,세제/세정/탈취제,세정제,다용도세정제,없음,https://image2.lotteimall.com/goods/87/46/79/12794687_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12794687,59800,59800
2024-02-01,2231706758200,38,CJ ONSTYLE+,2024-02-01 03:30:00,2024-02-01 03:44:58,[미리주문 혜택]USPA 24SS 스트레치 옥스포드셔츠 남성 3종,패션,남성의류,셔츠/남방,USPA,셔츠,http://itemimage.cjonstyle.net/goods_images/20/831/2025638831L.jpg?timestamp=20240123190219,https://display.cjonstyle.com/m/item/2025638831?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,139000,125100
2024-02-01,3151706758320,34,W쇼핑,2024-02-01 03:32:00,2024-02-01 03:52:18, D컷 다이어트 카페 15박스,식품/건강,다이어트/뷰티,다이어트식품/식단,없음,다이어트,http://img.w-shopping.co.kr/goods2022/048/02/16002048_p.jpg,https://m.w-shopping.co.kr/display/goods/16002048?mediaCode=OT08,196000,195000
2024-02-01,2311706758320,28,GS MY SHOP,2024-02-01 03:32:00,2024-02-01 03:51:58,방송중에만 4장 더 [방송중에만] 셀더마 나인톡스 하이드로겔 마스크 74매,생활/주방,건강관리/실버,마스크,셀더마,없음,https://asset.m-gs.kr/prod/1035012991/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1035012991,79000,79000
2024-02-01,3621706758500,14,홈&쇼핑,2024-02-01 03:35:00,2024-02-01 04:19:58,새싹보리간장김 총 90봉,식품/건강,가공식품,오일/양념/장류,새싹보리간장김,없음,http://image.hnsmall.com/images/goods/339/38494339_g.jpg,http://m.hnsmall.com/goods/view/38494339?channel_code=21363&utm_source=OllehPortal&utm_medium=AF&utm_campaign=TV_None_38494339,26900,26900
2024-02-01,2291706758500,30,쇼핑엔티,2024-02-01 03:35:00,2024-02-01 04:33:58,[방송에서만 6+6+6] 메이준뉴트리 맥스 콘드로이친 정 18박스,식품/건강,건강식품,기타영양제,메이준뉴트리,콘드로이친,http://img.shoppingntmall.com/goods/125/13773125_h.jpg,http://m.shoppingntmall.com/display/goods/13773125?mediaCode=TV02A,-1,189000
2024-02-01,3951706758740,12,KT알파 쇼핑,2024-02-01 03:39:00,2024-02-01 04:18:58,[LE TROIS]23FW 이보영의 르투아 빅밴딩 기모텐션팬츠 3종,패션,여성의류,바지/청바지,르투아,팬츠,http://imgs.kshop.co.kr//d2/product/emc/202311/28/43/077/2843077_550_20231128173243.jpg,http://m.kshop.co.kr/display/mc/product/2857597?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%9D%98%EB%A5%98%2F%EC%96%B8%EB%8D%94%EC%9B%A8%EC%96%B4_2857597&utm_content=mo_schedule,49900,49900
2024-02-01,3261706758740,20,신세계쇼핑,2024-02-01 03:39:00,2024-02-01 03:59:28,[삼성5%할인]루체오르 24K 순금 황금 로열볼륨 목걸이 (18.75g),잡화,쥬얼리/시계,목걸이,루체오르,목걸이,http://img.shinsegaetvshopping.com/goods/936/20047936_g_20230803135801.jpg,http://m.shinsegaetvshopping.com/display/detail/20047936?inMediaCode=MC02,3690000,3690000
2024-02-01,4861706758800,42,NS Shop+,2024-02-01 03:40:00,2024-02-01 03:59:58,홀리미코 쌍꺼풀레이스 8박스+휴대용보관함+집게,뷰티,포인트메이크업,아이메이크업,홀리미코,쌍꺼풀레이스,http://product-image.prod-nsmall.com/itemimg3/33/843/33636843_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33636843,69000,62100
2024-02-01,4781706758860,17,SK 스토아,2024-02-01 03:41:00,2024-02-01 04:40:58,[프로스펙스] (단독) (초특가) 휘핑 플리스 기모 남성 이지웨어 패키지(6종),잡화,언더웨어,잠옷/홈웨어,프로스펙스,이지웨어,http://imagecdn.skstoa.com/goods/458/37351458_g.jpg,http://m.skstoa.com/display/goods/37351458?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,69900,57020
2024-02-01,4401706759100,32,LOTTE OneTV,2024-02-01 03:45:00,2024-02-01 03:49:58,○ 시그니쳐 테슬 로퍼,잡화,신발,여성플랫/로퍼,시그니쳐,테슬 로퍼,https://image2.lotteimall.com/goods/35/43/79/12794335_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12794335,119000,119000
